title,price,category,images,short desc,attribute 1,value 1,attribute 2,value 2,attribute 3,value 3,attribute 4,value 4,attribute 5,value 5,attribute 6,value 6,attribute 7,value 7,attribute 8,value 8,attribute 9,value 9,attribute 10,value 10,attribute 11,value 11,attribute 12,value 12,attribute 13,value 13,attribute 14,value 14,attribute 15,value 15,attribute 16,value 16,attribute 17,value 17,attribute 18,value 18,attribute 19,value 19,attribute 20,value 20,attribute 21,value 21,attribute 22,value 22,attribute 23,value 23,attribute 24,value 24,attribute 25,value 25,attribute 26,value 26
پمپ آب سیرکولاتور خطی داب CM-G 80-650 T,,پمپ سیرکولاتور,"https://damava.ir/wp-content/uploads/2022/garmayesh/919/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/919/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/919/3.jpg",<ol><li>هد : تا 21 فوت</li><li>دبی : از 2.7 تا 11 GPM</li><li>قطر فلنج : 80 DN</li><li>قدرت موتور : 1 HP</li><li>جنس پروانه : تکنو پلیمر</li></ol>,مدل دستگاه,CM-G 80-650 T,جنس بدنه,چدن,جنس پروانه,تکنوپلیمر,قطر فلنج DN,80,جنس شفت,استیل,قدرت موتور (HP),1,هد ,21 فوت,دبی (GPM),2.7 تا 11,برق ورودی,سه فاز,دور موتور,3 دور,کلاس نفوذ پذیری,IP55,کشور سازنده,ایتالیا,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ آب سیرکولاتور خطی داب CM-G 65-1200 T,,پمپ سیرکولاتور,"https://damava.ir/wp-content/uploads/2022/garmayesh/920/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/920/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/920/3.jpg",<ol><li>هد : تا 39 فوت</li><li>دبی : از 4 تا 9.5 GPM</li><li>قطر فلنج : 65 DN</li><li> قدرت موتور : 2 HP</li><li>جنس پروانه : تکنو پلیمر</li></ol>,مدل دستگاه,CM-G 65-1200 T,جنس بدنه,چدن,جنس پروانه,تکنوپلیمر,قطر فلنج DN,65,جنس شفت,استیل,قدرت موتور (HP),2,هد ,39 فوت,دبی (GPM),4 تا 9.5,برق ورودی,سه فاز,دور موتور,3 دور,کلاس نفوذ پذیری,IP55,کشور سازنده,ایتالیا,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ آب سیرکولاتور خطی داب CM-G 100-2550 T,,پمپ سیرکولاتور,"https://damava.ir/wp-content/uploads/2022/garmayesh/921/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/921/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/921/3.jpg",<ol><li>هد : تا 84 فوت</li><li>دبی : از 13.6 تا 27.2 GPM</li><li>قطر فلنج : 100 DN</li><li>قدرت موتور : 15 HP</li><li>جنس پروانه : تکنو پلیمر</li></ol>,مدل دستگاه,CM-G 100-2550 T,جنس بدنه,چدن,جنس پروانه,تکنوپلیمر,قطر فلنج DN,100,جنس شفت,استیل,قدرت موتور (HP),15,هد ,84 فوت,دبی (GPM),13.6 تا 27.2,برق ورودی,سه فاز,دور موتور,3 دور,کلاس نفوذ پذیری,IP55,کشور سازنده,ایتالیا,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ آب سیرکولاتور خطی داب CM-G 100-1650 T,,پمپ سیرکولاتور,"https://damava.ir/wp-content/uploads/2022/garmayesh/922/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/922/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/922/3.jpg",<ol><li>هد : تا 54 فوت</li><li>دبی : از 13.6 تا 27.2 GPM</li><li>قطر فلنج : 100 DN</li><li>قدرت موتور : 7.5 HP</li><li>جنس پروانه : تکنو پلیمر</li></ol>,مدل دستگاه,CM-G 100-1650 T,جنس بدنه,چدن,جنس پروانه,تکنوپلیمر,قطر فلنج DN,100,جنس شفت,استیل,قدرت موتور (HP),7.5,هد ,54 فوت,دبی (GPM),13.6 تا 27.2,برق ورودی,سه فاز,دور موتور,3 دور,کلاس نفوذ پذیری,IP55,کشور سازنده,ایتالیا,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ آب سیرکولاتور خطی داب CM-G 100-1320 T,,پمپ سیرکولاتور,"https://damava.ir/wp-content/uploads/2022/garmayesh/923/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/923/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/923/3.jpg",<ol><li>هد : تا 43 فوت</li><li>دبی : از 13.6 تا 27.2 GPM</li><li>قطر فلنج : 100 DN</li><li>قدرت موتور : 5.5 HP</li><li>جنس پروانه : تکنو پلیمر</li></ol>,مدل دستگاه,CM-G 100-1320 T,جنس بدنه,چدن,جنس پروانه,تکنوپلیمر,قطر فلنج DN,100,جنس شفت,استیل,قدرت موتور (HP),5.5,هد ,43 فوت,دبی (GPM),13.6 تا 27.2,برق ورودی,سه فاز,دور موتور,3 دور,کلاس نفوذ پذیری,IP55,کشور سازنده,ایتالیا,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ سیرکولاتور خطی ویلو IPL 50/115-0.75/2,,پمپ سیرکولاتور > پمپ سیرکولاتور ویلوWILO,https://damava.ir/wp-content/uploads/2022/garmayesh/924/1.jpg,<ol><li>هد : تا 35.5 فوت</li><li>دبی : 3.5 GPM</li><li>قدرت موتور : 750 وات</li><li>دور موتور: 2900 RPM</li><li>قدرت الکتروموتور: 750 W</li></ol>,مدل دستگاه, IPL 50/115-0.75/2,قدرت الکتروموتور W,750,هد Ft,35.5,قطر فلنج رانش in,2,حداکثر فشار کاری bar,10,دبی G.P.M ,3.5,برق الکتروموتور V –Ф– HZ,400-3-50,دور موتور RPM,2900,کشور سازنده,آلمان,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ آب سیرکولاتور خطی داب CM-G 100-1020 T,,پمپ سیرکولاتور,"https://damava.ir/wp-content/uploads/2022/garmayesh/925/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/925/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/925/3.jpg",<ol><li>هد : تا 33 فوت</li><li>دبی : از 8.1 تا 27.2 GPM</li><li>قطر فلنج : 100 DN</li><li>قدرت موتور : 4 HP</li><li>جنس پروانه : تکنو پلیمر</li></ol>,مدل دستگاه,CM-G 100-1020 T,جنس بدنه,چدن,جنس پروانه,تکنوپلیمر,قطر فلنج DN,100,جنس شفت,استیل,قدرت موتور (HP),4,هد ,33 فوت,دبی (GPM),8.1 تا 27.2,برق ورودی,سه فاز,دور موتور,3 دور,کلاس نفوذ پذیری,IP55,کشور سازنده,ایتالیا,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ سیرکولاتور خطی ویلو IPL 40/130-2.2/2,,پمپ سیرکولاتور > پمپ سیرکولاتور ویلوWILO,https://damava.ir/wp-content/uploads/2022/garmayesh/926/1.jpg,<ol><li>هد : تا 70 فوت</li><li>دبی : 3.5 GPM</li><li>برق الکتروموتور : 50-3-400 V –Ф– HZ</li><li>دور موتور: 2900 RPM</li><li> قدرت الکتروموتور: 2200 W</li></ol>,مدل دستگاه, IPL 40/130-2.2/2,قدرت الکتروموتور W,2200,هد Ft,70,قطر فلنج رانش in,1/2 1,حداکثر فشار کاری bar,10,دبی G.P.M ,3.5,برق الکتروموتور V –Ф– HZ,400-3-50,دور موتور RPM,2900,کشور سازنده,آلمان,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ آب سیرکولاتور خطی داب CM-G 100-660 T,,پمپ سیرکولاتور,"https://damava.ir/wp-content/uploads/2022/garmayesh/927/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/927/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/927/3.jpg",<ol><li>هد : تا 22 فوت</li><li>دبی : از 6.8 تا 25.9 GPM</li><li>قطر فلنج : 100 DN</li><li>قدرت موتور : 2 HP</li><li>جنس پروانه : تکنو پلیمر</li></ol>,مدل دستگاه,CM-G 100-660 T,جنس بدنه,چدن,جنس پروانه,تکنوپلیمر,قطر فلنج DN,100,جنس شفت,استیل,قدرت موتور (HP),2,هد ,22 فوت,دبی (GPM),6.8 تا 25.9,برق ورودی,سه فاز,دور موتور,3 دور,کلاس نفوذ پذیری,IP55,کشور سازنده,ایتالیا,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ سیرکولاتور خطی ویلو TOP-RL 30/6.5,,پمپ سیرکولاتور > پمپ سیرکولاتور ویلوWILO,https://damava.ir/wp-content/uploads/2022/garmayesh/928/1.jpg,<ol><li>موقعیت نصب: خطی</li><li>نوع اتصال: رزوه ای</li><li>سایز اتصال: ”¼ 1</li><li>دور موتور: حداکثر 2160 RPM</li><li>قدرت الکتروموتور : 100 وات</li></ol>,مدل دستگاه,TOP-RL 30/6.5,قدرت الکتروموتور W,100,سایز اتصال Inch,”¼Rp1,حداکثر هد m,7.4,حداکثر فشار کاری bar,10,حداکثر دبی m3/h,10,برق الکتروموتور V –Ф– HZ,230-1-50,طول کلی mm ,180,وزن ناخالص kg ,5,دور موتور RPM,2160,کشور سازنده,آلمان,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ سیرکولاتور خطی ویلو TOP-RL 30/7.5,,پمپ سیرکولاتور > پمپ سیرکولاتور ویلوWILO,https://damava.ir/wp-content/uploads/2022/garmayesh/929/1.jpg,<ol><li>موقعیت نصب: خطی</li><li>نوع اتصال: رزوه ای</li><li>سایز اتصال: ”¼ 1</li><li>دور موتور: حداکثر 2420 RPM</li><li>قدرت الکتروموتور : 80 وات</li></ol>,مدل دستگاه,TOP-RL 30/7.5,قدرت الکتروموتور W,80,سایز اتصال Inch,”¼Rp1,حداکثر هد m,7.5,حداکثر فشار کاری bar,10,حداکثر دبی m3/h,6,برق الکتروموتور V –Ф– HZ,230-1-50,طول کلی mm ,180,وزن ناخالص kg ,4.4,دور موتور RPM,2420,کشور سازنده,آلمان,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ سیرکولاتور خطی ویلو TOP-S 40/15,,پمپ سیرکولاتور > پمپ سیرکولاتور ویلوWILO,https://damava.ir/wp-content/uploads/2022/garmayesh/930/1.jpg,<ol><li>موقعیت نصب: خطی</li><li>نوع اتصال: فلنجی</li><li>قطر فلنج: 40 DN</li><li>دور موتور: حداکثر 2800 RPM</li><li>قدرت الکتروموتور : 570 وات</li></ol>,مدل دستگاه,TOP-S 40/15,قدرت الکتروموتور W,570,قطر نامی فلنچ,DN40,حداکثر هد m,15.5,حداکثر فشار کاری bar,6/10,حداکثر دبی m3/h,20,برق الکتروموتور V –Ф– HZ,230-1-50,طول کلی mm ,250,وزن ناخالص kg ,22.6,دور موتور RPM,2800,کشور سازنده,آلمان,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ سیرکولاتور خطی ویلو TOP-S 40/7,,پمپ سیرکولاتور > پمپ سیرکولاتور ویلوWILO,https://damava.ir/wp-content/uploads/2022/garmayesh/931/1.jpg,<ol><li>موقعیت نصب: خطی</li><li> نوع اتصال: فلنجی</li><li>قطر فلنج: 40 DN</li><li> دور موتور: حداکثر 2650 RPM</li><li>قدرت الکتروموتور : 180 وات</li></ol>,مدل دستگاه,TOP-S 40/7,قدرت الکتروموتور W,180,قطر نامی فلنچ,DN40,حداکثر هد m,7.1,حداکثر فشار کاری bar,6/10,حداکثر دبی m3/h,16,برق الکتروموتور V –Ф– HZ,230-1-50,طول کلی mm ,250,وزن ناخالص kg ,12.4,دور موتور RPM,2650,کشور سازنده,آلمان,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
رادیاتور آلومینیومی 17 پره آنیت مدل اکوپایونیر سفید,,رادیاتور آلومینیومی > رادیاتور آلومینیومی آنیت,"https://damava.ir/wp-content/uploads/2022/garmayesh/932/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/932/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/932/3.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/932/4.jpg",<ol><li>ظرفیت حرارتی هر پره : 135 کیلو کالری بر ساعت</li><li>ابعاد (عمق*طول*ارتفاع) : 85*1200*500 میلیمتر</li><li>تعداد پره: 17</li><li>قابلیت سفارش پره های بیشتر به تعداد 19 پره</li><li>دارای فناوری گرمایش یکنواخت و سازگاری کامل با شیر ترموستاتیک</li></ol>,گارانتی,10 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
رادیاتور آلومینیومی 17 پره آنیت مدل اکوپایونیر طلایی,,رادیاتور آلومینیومی > رادیاتور آلومینیومی آنیت,"https://damava.ir/wp-content/uploads/2022/garmayesh/933/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/933/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/933/3.jpg",<ol><li>ظرفیت حرارتی هر پره : 135 کیلو کالری بر ساعت</li><li>ابعاد (عمق*طول*ارتفاع) : 85*1200*500 میلیمتر</li><li>تعداد پره: 17</li><li>قابلیت سفارش پره های بیشتر به تعداد 19 پره</li><li>دارای فناوری گرمایش یکنواخت و سازگاری کامل با شیر ترموستاتیک</li></ol>,گارانتی,10 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
رادیاتور آلومینیومی 11 پره آنیت مدل اکوپایونیر مشکی,,رادیاتور آلومینیومی > رادیاتور آلومینیومی آنیت,"https://damava.ir/wp-content/uploads/2022/garmayesh/934/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/934/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/934/3.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/934/4.jpg",<ol><li>ظرفیت حرارتی هر پره : 135 کیلو کالری بر ساعت</li><li> ابعاد (عمق*طول*ارتفاع) : 85*800*500 میلیمتر</li><li> تعداد پره: 11</li><li>قابلیت سفارش پره های بیشتر به تعداد 19 پره</li><li> دارای فناوری گرمایش یکنواخت و سازگاری کامل با شیر ترموستاتیک</li></ol>,گارانتی,10 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ آب سیرکولاتور خطی داب CM-G 100-650 T,,پمپ سیرکولاتور,"https://damava.ir/wp-content/uploads/2022/garmayesh/938/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/938/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/938/3.jpg",<ol><li>هد : تا 21 فوت</li><li>دبی : از 2.7 تا 13.6 GPM</li><li>قطر فلنج : 100 DN</li><li>قدرت موتور : 1.5 HP</li><li>جنس پروانه : تکنو پلیمر</li></ol>,مدل دستگاه,CM-G 100-650 T,جنس بدنه,چدن,جنس پروانه,تکنوپلیمر,قطر فلنج DN,100,جنس شفت,استیل,قدرت موتور (HP),1.5,هد ,21 فوت,دبی (GPM),2.7 تا 13.6,برق ورودی,سه فاز,دور موتور,3 دور,کلاس نفوذ پذیری,IP55,کشور سازنده,ایتالیا,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ آب سیرکولاتور خطی داب CM-G 80-2700 T,,پمپ سیرکولاتور,"https://damava.ir/wp-content/uploads/2022/garmayesh/939/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/939/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/939/3.jpg",<ol><li>هد : تا 88 فوت</li><li>دبی : از 9.5 تا 20.4 GPM</li><li>قطر فلنج : 80 DN</li><li>قدرت موتور : 10 HP</li><li>جنس پروانه : تکنو پلیمر</li></ol>,مدل دستگاه,CM-G 80-2700 T,جنس بدنه,چدن,جنس پروانه,تکنوپلیمر,قطر فلنج DN,80,جنس شفت,استیل,قدرت موتور (HP),10,هد ,88 فوت,دبی (GPM),9.5 تا 20.4,برق ورودی,سه فاز,دور موتور,3 دور,کلاس نفوذ پذیری,IP55,کشور سازنده,ایتالیا,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ آب سیرکولاتور خطی داب CM-G 65-1080 T,,پمپ سیرکولاتور > پمپ سیرکولاتور خطی داب,https://damava.ir/wp-content/uploads/2022/garmayesh/940/1.jpg,<ol><li>هد : تا 35 فوت</li><li>دبی : از 4 تا 9.5 GPM</li><li>قطر فلنج : 65 DN</li><li>قدرت موتور : 1.5 HP</li><li>جنس پروانه : تکنو پلیمر</li></ol>,مدل دستگاه,CM-G 65-1080 T,جنس بدنه,چدن,جنس پروانه,تکنوپلیمر,قطر فلنج DN,65,جنس شفت,استیل,قدرت موتور (HP),1.5,هد ,35 فوت,دبی (GPM),4 تا 9.5,برق ورودی,سه فاز,دور موتور,3 دور,کلاس نفوذ پذیری,IP55,کشور سازنده,ایتالیا,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ آب سیرکولاتور خطی داب CM-G 80-650 T,,پمپ سیرکولاتور > پمپ سیرکولاتور خطی داب,"https://damava.ir/wp-content/uploads/2022/garmayesh/943/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/943/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/943/3.jpg",,مدل دستگاه,CM-G 80-650 T,جنس بدنه,چدن,جنس پروانه,تکنوپلیمر,جنس شفت,استیل,قدرت موتور (HP),1,هد ,30 فوت,دبی (GPM),2.7 تا 6.8,برق ورودی,سه فاز ,دور موتور,3 دور,کلاس نفوذ پذیری,IP55,کشور سازنده,ایتالیا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ سیرکولاتور خطی ویلو STAR-RS 25/4,,پمپ سیرکولاتور > پمپ سیرکولاتور ویلوWILO,https://damava.ir/wp-content/uploads/2022/garmayesh/944/1.jpg,<ol><li>موقعیت نصب: خطی</li><li>نوع اتصال: رزوه‌ای</li><li>سایز اتصال:</li></ol>,مدل دستگاه,STAR-RS 25/4,قدرت الکتروموتور W,38,ساییز اتصال Inch,1,حداکثر هد m,3.9,حداکثر فشار کاری bar,10,حداکثر دبی m3/h,3,برق الکتروموتور V –Ф– HZ,230-1-50,طول کلی mm ,180,وزن ناخالص kg ,2.5,دور موتور RPM,2550,کشور سازنده,فرانسه,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ سیرکولاتور خطی ویلو IPL 40/115-0.55/2,,پمپ سیرکولاتور > پمپ سیرکولاتور ویلوWILO,https://damava.ir/wp-content/uploads/2022/garmayesh/945/1.jpg,<ol><li>هد : تا 39 فوت</li><li>دبی : 3.5 GPM</li><li>حداکثر فشار کاری : 10 bar</li><li>دور موتور: 2850 RPM</li><li>قدرت الکتروموتور: 550 W</li></ol>,مدل دستگاه, IPL 40/115-0.55/2,قدرت الکتروموتور W,550,هد Ft,39,قطر فلنج رانش in,1/2 1 ,حداکثر فشار کاری bar,10,دبی G.P.M ,1.5,برق الکتروموتور V –Ф– HZ,230-1-50,دور موتور RPM,2900,کشور سازنده,آلمان,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ سیرکولاتور خطی ویلو STAR-RS 30/6,,پمپ سیرکولاتور > پمپ سیرکولاتور ویلوWILO,https://damava.ir/wp-content/uploads/2022/garmayesh/946/1.jpg,<ol><li>موقعیت نصب: خطی</li><li>نوع اتصال: رزوه‌ای</li><li>سایز اتصال:</li></ol>,مدل دستگاه,STAR-RS 30/6,قدرت الکتروموتور W,38,ساییز اتصال Inch,¼ 1 ,حداکثر هد m,5.9,حداکثر فشار کاری bar,10,حداکثر دبی m3/h,4,برق الکتروموتور V –Ф– HZ,230-1-50,طول کلی mm ,180,وزن ناخالص kg ,2.8,دور موتور RPM,2840,کشور سازنده,فرانسه,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ سیرکولاتور خطی ویلو TOP-RL 30/4,,پمپ سیرکولاتور > پمپ سیرکولاتور ویلوWILO,https://damava.ir/wp-content/uploads/2022/garmayesh/947/1.jpg,<ol><li>موقعیت نصب: خطی</li><li>نوع اتصال: رزوه ای</li><li>سایز اتصال: ”¼ 1</li><li>دور موتور: حداکثر 2660 RPM</li><li>قدرت الکتروموتور : 70 وات</li></ol>,مدل دستگاه,TOP-RL 30/4,قدرت الکتروموتور W,70,سایز اتصال Inch,”¼Rp1,حداکثر هد m,3.9,حداکثر فشار کاری bar,10,حداکثر دبی m3/h,9,برق الکتروموتور V –Ф– HZ,230-1-50,طول کلی mm ,180,وزن ناخالص kg ,4.8,دور موتور RPM,2660,کشور سازنده,آلمان,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
منبع دیافراگمی زیلمت 300 لیتری,,منبع آب > منبع تحت فشار زیلمت ایتالیا,https://damava.ir/wp-content/uploads/2022/garmayesh/948/1.jpg,<ol><li>نوع : منبع دیافراگمی هیدروپلاس</li><li>ظرفیت : 300 لیتری</li><li>فشار کاری : 10 بار</li><li>دارای جنس بدنه کربن استیل </li><li>سایز اتصالات : 1/4 1 اینچ</li></ol>,گارانتی,گارانتی اصالت و سلامت کالا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ آب سیرکولاتور خطی داب CM-G 80-890 T,,پمپ سیرکولاتور,"https://damava.ir/wp-content/uploads/2022/garmayesh/949/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/949/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/949/3.jpg",<ol><li>هد : تا 29 فوت</li><li>دبی : از 4 تا 13.6 GPM</li><li>قطر فلنج : 80 DN</li><li>قدرت موتور : 2 HP</li><li>جنس پروانه : تکنو پلیمر</li></ol>,مدل دستگاه,CM-G 80-890 T,جنس بدنه,چدن,جنس پروانه,تکنوپلیمر,قطر فلنج DN,80,جنس شفت,استیل,قدرت موتور (HP),2,هد ,29 فوت,دبی (GPM),4 تا 13.6,برق ورودی,تک فاز (220 ولت),دور موتور,3 دور,کلاس نفوذ پذیری,IP55,کشور سازنده,ایتالیا,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,
پمپ سیرکولاتور خطی ویلو TOP-S 50/4,,پمپ سیرکولاتور > پمپ سیرکولاتور ویلوWILO,https://damava.ir/wp-content/uploads/2022/garmayesh/950/1.jpg,<ol><li>موقعیت نصب: خطی</li><li>نوع اتصال: فلنجی</li><li>قطر فلنج: 50 DN</li><li>دور موتور: حداکثر 2650 RPM</li><li>قدرت الکتروموتور : 180 وات</li></ol>,مدل دستگاه,TOP-S 50/4,قدرت الکتروموتور W,180,قطر نامی فلنچ,DN50,حداکثر هد m,4.8,حداکثر فشار کاری bar,6/10,حداکثر دبی m3/h,23,برق الکتروموتور V –Ф– HZ,230-1-50,طول کلی mm ,240,وزن ناخالص kg ,13.9,دور موتور RPM,2650,کشور سازنده,آلمان,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,
الکترو پمپ سیرکولاتور زمینی پمپیران مدل 315-50,,پمپ سیرکولاتور > پمپ سيرکولاتور پمپیران,"https://damava.ir/wp-content/uploads/2022/garmayesh/951/1.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/951/2.jpg,https://damava.ir/wp-content/uploads/2022/garmayesh/951/3.jpg",<ol><li>پمپ زمینی</li><li>قطر فلنج رانش : 2 اینچ</li><li>قطر فلنج مکش : ½ 2 اینچ</li><li>دور موتور : 1450 RPM</li><li>قدرت الکتروموتور : 10 اسب بخار</li></ol>,مدل دستگاه,50-315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پکیج دیواری لورچ 32000 آرتمن,,پکیج دیواری و زمینی > پکیج دیواری,https://damava.ir/wp-content/uploads/2022/garmayesh/952/1.jpg,<ol><li>تعداد مبدل حرارتی: 2 مبدل</li><li> سیستم عیب یاب الکترونیکی: ندارد</li><li>سیستم تخلیه ایمنی: دارد</li><li>فن: دارد</li><li>حداکثر توان حرارتی: 31400 وات</li></ol>,گارانتی,24 ماه گارانتی شرکت لورچ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مبدل حرارتی آذر تهویه مدل TA4-M50,,مبدل حرارتی > مبدل حرارتی آذر تهویه ,https://damava.ir/wp-content/uploads/2022/garmayesh/953/1.jpg,<ol><li>عمر و دوام بسیار بالا</li><li>از جنس استنلس استیل 304 و 316</li><li>بسیار کم حجم و قابل استفاده در فضای کم در موتورخانه</li><li>واشر از جنس لاستیک ساخت واکر سیلیکون آلمان</li></ol>,مدل دستگاه,TA4-M50,ظرفیت حرارتی (Kcal/hr) ,250000,دبی آب مصرفی (M3/h),6,دبی آبگرم دیگ(M3/h),16.5,دبی آب مصرفی (GPM) ,26.4,دبی آبگرم دیگ (GPM) ,72.7,قدرت گرمایش (KW) ,290,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مبدل حرارتی آذر تهویه مدل TA4-M60,,مبدل حرارتی,https://damava.ir/wp-content/uploads/2022/garmayesh/954/1.jpg,<ol><li>عمر و دوام بسیار بالا</li><li>از جنس استنلس استیل 304 و 316</li><li>بسیار کم حجم و قابل استفاده در فضای کم در موتورخانه</li><li>واشر از جنس لاستیک ساخت واکر سیلیکون آلمان</li></ol>,مدل دستگاه,TA4-M60,ظرفیت حرارتی (Kcal/hr) ,300000,دبی آب مصرفی (M3/h),7,دبی آبگرم دیگ(M3/h),20,دبی آب مصرفی (GPM) ,31,دبی آبگرم دیگ (GPM) ,88,قدرت گرمایش (KW) ,350,گارانتی,1 سال گارانتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مشعل گازی شوفاژکار مدل CKI-G180,,مشعل > مشعل شوفاژکار,https://damava.ir/wp-content/uploads/2022/garmayesh/955/1.jpg,<ol><li>حداكثر ظرفيت حرارتي: 107.000 Kcal/hr</li><li>سوخت مصرفی: گاز طبیعی</li><li>نحوه احتراق: یک مرحله ای</li><li>قدرت موتور: 100 W</li><li>برق مصرفی: تکفاز</li></ol>,مدل دستگاه,CKI-G180,حداقل قدرت گرمایش,"40,000",حداکثر قدرت گرمایش Kcal/hr (تابلو کنترل),"107,000",دمپر هوا,یک مرحله ای,مشخصات برقی الکترو موتور,-, سروو موتور ,دستی,نوع رله,1Ф ~ 100 W,حد اقل فشار گاز m.Bar,ندارد,قطر خط گاز in,شکوه,ابعاد دستگاهmm (طول کلی مشعل-A),17,ابعاد دستگاهmm (لوازم همراه با مشعل),2-Jan,ابعاد دستگاهmm,420,گارانتی,1 سال گارانتی شوفاژکار,,,,,,,,,,,,,,,,,,,,,,,,,,
